index,CO_ITEM,SG_AREA,TP_LINGUA,IN_ITEM_ABAN,model,is_human,model_probs,NU_PARAM_A,NU_PARAM_B,NU_PARAM_C,answer,correct_prob
150,141384,CH,portuguese,0.0,GPT4,False,"[9.14448988e-10 9.99800545e-05 9.99800545e-05 9.99800038e-01
 1.35146800e-09]",3.39376,1.05605,0.15958,A,9.144489878247361e-10
151,75825,CH,portuguese,0.0,GPT4,False,"[1.21667382e-07 9.99899815e-01 1.49923631e-08 5.83766478e-08
 9.99900010e-05]",2.34384,0.97017,0.12421,D,5.837664779603443e-08
152,140914,CH,portuguese,0.0,GPT4,False,"[1.75654404e-02 8.86967500e-01 1.29987545e-04 9.34856881e-02
 1.85138379e-03]",0.85459,2.13235,0.12367,B,0.8869675001574727
153,141148,CH,portuguese,0.0,GPT4,False,"[1.34404095e-08 5.69102746e-09 5.69102746e-09 9.99999967e-01
 7.90120915e-09]",3.48759,0.79822,0.18644,E,7.901209146047482e-09
154,111964,CH,portuguese,0.0,GPT4,False,"[3.07654032e-08 3.09415790e-09 3.39826764e-09 9.99999948e-01
 1.47614018e-08]",2.81132,0.5445,0.20515,A,3.0765403169805546e-08
155,82962,CH,portuguese,0.0,GPT4,False,"[9.99432506e-01 1.97096409e-04 8.65981186e-06 5.64690667e-05
 3.05268891e-04]",1.7267,1.34237,0.16873,B,0.00019709640943068967
156,141030,CH,portuguese,0.0,GPT4,False,"[1.04057217e-07 9.99800047e-05 9.99800047e-05 1.37853415e-07
 9.99799798e-01]",3.15825,0.30776,0.14196,A,1.0405721712743426e-07
157,140585,CH,portuguese,0.0,GPT4,False,"[7.61299100e-08 9.99800314e-05 9.99799855e-01 1.09051061e-07
 9.99800314e-05]",2.18434,1.60479,0.16086,D,1.0905106111080248e-07
158,112145,CH,portuguese,0.0,GPT4,False,"[5.78412839e-04 9.97904660e-01 1.36029730e-05 1.50028875e-03
 3.03523354e-06]",0.47387,2.25057,0.00901,E,3.035233535141182e-06
160,141048,CH,portuguese,0.0,GPT4,False,"[6.93100765e-08 9.99700020e-01 9.99701345e-05 9.99701345e-05
 9.99701345e-05]",1.63923,-0.72645,0.00905,A,6.931007645608095e-08
161,141355,CH,portuguese,0.0,GPT4,False,"[9.99799760e-01 2.10201184e-07 9.99800939e-05 6.93169934e-08
 9.99800939e-05]",2.81233,1.85756,0.17604,A,0.9997997602940769
162,125654,CH,portuguese,0.0,GPT4,False,"[2.16894912e-07 9.99900010e-05 2.26009688e-06 1.71577997e-07
 9.99897361e-01]",1.49576,0.47561,0.01589,B,9.999000099990002e-05
163,118066,CH,portuguese,0.0,GPT4,False,"[6.31202401e-08 9.99917510e-05 9.99899932e-01 1.09686530e-08
 2.56489228e-09]",1.933,0.69054,0.17203,C,0.9998999315952422
164,140429,CH,portuguese,0.0,GPT4,False,"[6.61428109e-08 9.99799968e-01 9.99800260e-05 5.42933254e-09
 9.99800260e-05]",2.16917,0.75171,0.18087,D,5.4293325433150426e-09
165,125706,CH,portuguese,0.0,GPT4,False,"[1.71244778e-06 2.01049028e-04 2.95884443e-06 1.16848545e-02
 9.88109425e-01]",0.5628,2.08511,0.00958,C,2.958844429920296e-06
166,140631,CH,portuguese,0.0,GPT4,False,"[5.02130991e-09 9.99800029e-01 9.99800041e-05 6.15223751e-09
 9.99800041e-05]",1.57605,2.33974,0.25072,A,5.0213099149752376e-09
167,141364,CH,portuguese,0.0,GPT4,False,"[9.99699975e-01 1.14273054e-07 9.99700847e-05 9.99700847e-05
 9.99700847e-05]",1.83281,-0.1754,0.04287,B,1.1427305442813293e-07
168,140682,CH,portuguese,0.0,GPT4,False,"[2.55028679e-08 9.99900022e-05 1.49923626e-08 8.36206845e-08
 9.99899886e-01]",1.88815,1.59325,0.13196,A,2.550286791691791e-08
169,87207,CH,portuguese,0.0,GPT4,False,"[3.12467674e-08 9.99900029e-05 3.48582879e-08 5.20304869e-07
 9.99899424e-01]",4.79392,1.19623,0.12998,D,5.203048688076401e-07
170,88045,CH,portuguese,0.0,GPT4,False,"[8.76337245e-08 1.45310960e-08 9.99900010e-05 9.99899890e-01
 1.78038710e-08]",3.62371,0.51644,0.275,C,9.999000099992221e-05
171,140568,CH,portuguese,0.0,GPT4,False,"[9.99700009e-01 7.97755086e-08 9.99702465e-05 9.99702465e-05
 9.99702465e-05]",1.48568,0.87454,0.17248,D,9.997024649838237e-05
172,140506,CH,portuguese,0.0,GPT4,False,"[3.62128032e-02 9.99805773e-05 9.99805773e-05 9.63586995e-01
 2.40578922e-07]",0.98121,1.34897,0.06218,A,0.03621280315095567
173,83806,CH,portuguese,0.0,GPT4,False,"[1.31325462e-04 9.99800052e-05 9.99800052e-05 6.82333852e-08
 9.99668646e-01]",1.98269,0.65728,0.08702,A,0.00013132546202869252
174,141322,CH,portuguese,0.0,GPT4,False,"[9.99700074e-01 1.59561062e-08 9.99700695e-05 9.99700695e-05
 9.99700695e-05]",2.8995,-0.42411,0.19356,D,9.997006949675096e-05
175,140639,CH,portuguese,0.0,GPT4,False,"[2.84505039e-08 9.99899765e-01 2.06963174e-07 9.98706616e-09
 9.99900010e-05]",2.71371,0.59055,0.19782,E,9.999000099990002e-05
176,31313,CN,portuguese,0.0,GPT4,False,"[5.15172127e-08 3.14257015e-09 9.99900166e-05 9.99899952e-01
 3.24232604e-09]",1.71131,1.42364,0.1615,C,9.999001662076173e-05
178,82765,CN,portuguese,0.0,GPT4,False,"[3.02779551e-08 9.99900025e-05 6.97038107e-09 2.45345056e-04
 9.99654628e-01]",0.98394,1.03388,0.00428,D,0.00024534505596933545
179,141503,CN,portuguese,0.0,GPT4,False,"[7.49570964e-08 1.24291050e-08 9.99899876e-01 4.61797274e-08
 9.99900017e-05]",2.86161,0.4948,0.1606,A,7.495709640932093e-08
180,88655,CN,portuguese,0.0,GPT4,False,"[1.09072832e-07 1.49938609e-08 4.76503913e-08 9.99999810e-01
 1.86601614e-08]",3.82953,0.85524,0.11511,E,1.866016135637628e-08
181,83901,CN,portuguese,0.0,GPT4,False,"[1.00288356e-06 9.99868745e-01 3.02389072e-05 2.28599322e-08
 9.99903854e-05]",0.40583,2.51676,0.00918,E,9.999038540597858e-05
182,111431,CN,portuguese,0.0,GPT4,False,"[4.69022761e-08 9.99800196e-05 9.99800196e-05 1.56208274e-07
 9.99799837e-01]",3.48192,1.70426,0.15448,D,1.5620827375503186e-07
183,111613,CN,portuguese,0.0,GPT4,False,[0.02893423 0.18286997 0.00304965 0.61864115 0.166505  ],3.25053,1.20513,0.08404,E,0.16650500165292098
184,28632,CN,portuguese,0.0,GPT4,False,"[3.10668817e-03 2.11094829e-01 7.84312439e-01 3.43156818e-04
 1.14288671e-03]",1.99451,1.78678,0.12762,E,0.001142886706167099
0,140567,LC,spanish,0.0,GPT3,False,[0.9777762  0.00555595 0.00555595 0.00555595 0.00555595],1.95054,-0.11616,0.18874,B,0.005555950025813494
1,140767,LC,english,0.0,GPT3,False,"[2.07477692e-03 9.96382164e-01 7.74513924e-04 3.84272578e-04
 3.84272578e-04]",4.34313,0.36871,0.44865,B,0.9963821640017246
2,140731,LC,english,0.0,GPT3,False,[0.00869664 0.00344432 0.00344432 0.98097041 0.00344432],2.88489,0.49591,0.18224,D,0.9809704101675811
3,140527,LC,spanish,0.0,GPT3,False,[0.90486174 0.03010478 0.0229408  0.02104634 0.02104634],1.12895,-0.11509,0.20583,A,0.9048617436167011
4,118252,LC,spanish,0.0,GPT3,False,[0.00615023 0.00286156 0.00286156 0.9852651  0.00286156],1.93731,0.91995,0.14292,A,0.006150232624978823
5,140626,LC,english,0.0,GPT3,False,"[1.17612568e-02 5.40778086e-04 5.40778086e-04 4.26443038e-03
 9.82892757e-01]",2.55762,0.57348,0.15419,B,0.0005407780860724798
6,76318,LC,spanish,0.0,GPT3,False,[0.04890293 0.01464411 0.62104756 0.01464411 0.3007613 ],0.56882,1.97791,0.12768,A,0.048902929176255404
7,111835,LC,english,0.0,GPT3,False,[0.0228262  0.00101653 0.97075457 0.00438617 0.00101653],2.64617,0.79049,0.1896,B,0.0010165309770199804
8,118230,LC,spanish,0.0,GPT3,False,"[6.47991842e-04 2.66312773e-04 2.66312773e-04 6.39634840e-04
 9.98179748e-01]",1.79286,-0.35288,0.09108,E,0.9981797477713242
9,111918,LC,english,0.0,GPT3,False,[0.00847013 0.00513879 0.00513879 0.97611349 0.00513879],3.71022,0.34919,0.20287,A,0.008470126928431541
10,141203,LC,portuguese,0.0,GPT3,False,[0.01240001 0.87096813 0.10757505 0.00163322 0.00742359],1.71461,-0.15137,0.18763,A,0.0124000111773768
11,120124,LC,portuguese,0.0,GPT3,False,[0.01424779 0.00636307 0.96666302 0.00636307 0.00636307],2.93292,0.03337,0.17638,A,0.014247787349966842
12,45201,LC,portuguese,0.0,GPT3,False,"[1.13131269e-02 9.48764302e-01 3.77858033e-02 1.82304237e-03
 3.13725704e-04]",2.64453,1.04534,0.13269,E,0.0003137257040128793
13,119767,LC,portuguese,0.0,GPT3,False,[0.03333915 0.0110888  0.0110888  0.93170449 0.01277875],2.11177,-0.55865,0.18565,C,0.011088801696400374
14,140898,LC,portuguese,0.0,GPT3,False,[0.10016312 0.00460486 0.88953288 0.00284957 0.00284957],1.69478,2.32558,0.16355,B,0.004604859088539293
15,126560,CN,portuguese,0.0,GPT3,False,[0.01424867 0.00073225 0.47595022 0.50645989 0.00260896],2.41581,0.78824,0.19317,C,0.47595022198111764
16,141726,CN,portuguese,0.0,GPT3,False,[0.97655594 0.00586101 0.00586101 0.00586101 0.00586101],1.68577,1.10708,0.12014,C,0.005861014666959064
17,87998,CN,portuguese,0.0,GPT3,False,[0.20296098 0.01565667 0.6580304  0.01565667 0.10769527],2.14355,1.77912,0.08867,D,0.015656674560863226
18,141547,CN,portuguese,0.0,GPT3,False,[0.19893681 0.77930171 0.00689452 0.00797244 0.00689452],1.90673,1.4644,0.34041,B,0.7793017051127626
19,98106,CN,portuguese,0.0,GPT3,False,[0.03700652 0.0690337  0.07469707 0.10442992 0.71483279],2.46518,1.46748,0.06515,A,0.037006517151587606
21,96244,CN,portuguese,0.0,GPT3,False,[0.32974036 0.19201732 0.01501694 0.22485867 0.23836671],5.67249,1.52791,0.14273,C,0.015016941092851906
22,37769,CN,portuguese,0.0,GPT3,False,[0.21054384 0.03097949 0.71753071 0.01751579 0.02343017],1.78429,2.50062,0.27071,C,0.7175307094322831
23,78377,CN,portuguese,0.0,GPT3,False,[0.79568982 0.06279323 0.02879225 0.10561925 0.00710545],0.60239,2.40137,0.12017,C,0.028792252713183746
24,97761,CN,portuguese,0.0,GPT3,False,[0.08043157 0.00118977 0.91404752 0.00314137 0.00118977],0.8924,1.01697,0.29789,A,0.08043157128076554
25,111961,LC,portuguese,0.0,GPT3,False,[0.03275743 0.00397711 0.95531123 0.00397711 0.00397711],1.6838,0.70642,0.29621,B,0.003977113760492401
26,78716,CN,portuguese,0.0,GPT3,False,[0.04473716 0.00191915 0.95028572 0.00172759 0.00133037],2.02681,0.56741,0.2452,B,0.0019191548018987043
29,117854,CN,portuguese,0.0,GPT3,False,[0.15069912 0.00669381 0.78993626 0.02766937 0.02500144],3.55169,1.49398,0.20257,D,0.027669373012675892
30,141545,CN,portuguese,0.0,GPT3,False,[0.62849596 0.09287601 0.09287601 0.09287601 0.09287601],2.33494,1.44802,0.20932,C,0.09287601044350395
31,96189,CN,portuguese,0.0,GPT3,False,[0.84813096 0.05279487 0.0329045  0.05740733 0.00876234],2.54149,1.20769,0.21012,A,0.8481309591567154
32,141712,CN,portuguese,0.0,GPT3,False,[0.11077234 0.00973392 0.00973392 0.83159382 0.038166  ],1.87507,0.91052,0.15109,A,0.11077234290391347
33,43073,CN,portuguese,0.0,GPT3,False,"[7.27411141e-01 2.67509900e-01 3.14738647e-03 3.45363878e-04
 1.58620865e-03]",1.48588,0.96735,0.24215,C,0.0031473864724646107
34,85860,CN,portuguese,0.0,GPT3,False,[0.1508614  0.01753199 0.80824504 0.00294835 0.02041322],5.31621,2.04288,0.17088,D,0.0029483496055050847
35,44969,CN,portuguese,0.0,GPT3,False,[0.74124555 0.05376742 0.05376742 0.0974522  0.05376742],3.07166,1.89127,0.25272,D,0.09745219847431569
36,141427,LC,portuguese,0.0,GPT3,False,[0.73018325 0.19531216 0.05582827 0.01375156 0.00492477],2.40522,2.28139,0.1137,E,0.004924770419128211
37,97727,CN,portuguese,0.0,GPT3,False,[0.01948086 0.01360761 0.01360761 0.01360761 0.9396963 ],2.35097,1.00991,0.30639,D,0.013607613695180942
38,28034,CN,portuguese,0.0,GPT3,False,[0.21737296 0.25586135 0.23408105 0.10150165 0.19118298],1.51222,1.41874,0.14908,A,0.21737296334356027
39,97915,CN,portuguese,0.0,GPT3,False,[0.82176494 0.01626537 0.00433462 0.06858983 0.08904524],2.39896,2.76588,0.1897,C,0.004334623414788463
40,85445,CN,portuguese,0.0,GPT3,False,[0.71952154 0.10086055 0.10692224 0.05859805 0.01409762],4.44898,1.4048,0.15587,D,0.058598052499826324
41,41054,CN,portuguese,0.0,GPT3,False,[0.91343637 0.02224278 0.02144028 0.02144028 0.02144028],1.2012,0.97602,0.22536,B,0.022242781709217185
42,90130,CN,portuguese,0.0,GPT3,False,[0.62578345 0.08594753 0.08594753 0.11637395 0.08594753],1.73494,2.08841,0.27619,E,0.08594753359153988
43,31381,CN,portuguese,0.0,GPT3,False,[0.57322869 0.08570908 0.09249567 0.17284808 0.07571848],1.75013,1.52509,0.16155,A,0.5732286909017964
44,141731,CN,portuguese,0.0,GPT3,False,[0.18049879 0.00240927 0.00240927 0.09399157 0.7206911 ],1.52512,3.19204,0.11283,B,0.002409270579229983
45,81969,CN,portuguese,0.0,GPT3,False,[0.70120391 0.04064694 0.0358095  0.21353692 0.00880273],2.00512,1.35453,0.16882,D,0.21353691506559902
46,141597,CN,portuguese,0.0,GPT3,False,"[2.24136275e-02 9.76699435e-01 1.59505076e-04 5.67926883e-04
 1.59505076e-04]",2.13571,1.60964,0.14865,C,0.00015950507560035234
47,141464,LC,portuguese,0.0,GPT3,False,"[9.95198472e-01 2.83132394e-03 5.10646609e-04 5.10646609e-04
 9.48911159e-04]",0.94658,1.25172,0.21415,A,0.9951984716854433
48,141725,CN,portuguese,0.0,GPT3,False,[0.84305534 0.01804792 0.01804792 0.02967583 0.09117297],1.82114,1.93167,0.06674,D,0.02967583404284071
49,111558,CN,portuguese,0.0,GPT3,False,[0.18353297 0.0342695  0.12630516 0.58552374 0.07036863],3.29206,1.65709,0.14008,B,0.03426949575663886
50,141574,CN,portuguese,0.0,GPT3,False,[0.96722398 0.02728651 0.00097129 0.00354693 0.00097129],0.69982,1.45358,0.03441,E,0.0009712910231284621
51,18228,CN,portuguese,0.0,GPT3,False,[0.02236271 0.00151135 0.00151135 0.97276809 0.00184649],1.95358,1.46498,0.11246,A,0.022362708617199075
52,111668,CN,portuguese,0.0,GPT3,False,[0.74293254 0.059264   0.059264   0.07927547 0.059264  ],1.98964,1.87763,0.19415,B,0.05926399646789195
53,111694,CN,portuguese,0.0,GPT3,False,[0.58364763 0.32950647 0.01014241 0.03496075 0.04174273],2.07884,2.23408,0.17191,D,0.03496075354238487
54,85588,MT,portuguese,0.0,GPT3,False,[0.55381958 0.25974239 0.1191144  0.062484   0.00483963],2.30031,0.46698,0.25799,E,0.004839633351009331
55,8020,MT,portuguese,0.0,GPT3,False,[0.883926   0.03932182 0.01585514 0.04634694 0.0145501 ],2.19733,2.65319,0.11011,B,0.03932181744600866
57,117886,MT,portuguese,0.0,GPT3,False,[0.65880374 0.01741814 0.03625399 0.25521238 0.03231175],0.4443,6.27505,0.1251,E,0.03231174802221504
58,67229,LC,portuguese,0.0,GPT3,False,[0.19382614 0.18332006 0.0008419  0.03272386 0.58928804],2.64295,1.76932,0.18786,A,0.19382613858001335
59,95676,MT,portuguese,0.0,GPT3,False,[0.68312393 0.05584214 0.05930236 0.17775108 0.02398049],1.32325,0.64802,0.18728,E,0.023980485486051795
60,19807,MT,portuguese,0.0,GPT3,False,[0.61295281 0.04588239 0.24940001 0.04588239 0.04588239],4.1583,2.56697,0.06542,B,0.045882392119509986
61,96315,MT,portuguese,0.0,GPT3,False,[0.5277246  0.1309834  0.14029005 0.18276855 0.0182334 ],1.69166,0.87454,0.20606,D,0.1827685494931903
62,117742,MT,portuguese,0.0,GPT3,False,[0.47814012 0.11309954 0.12561477 0.25534545 0.02780011],0.65574,2.58862,0.1651,A,0.4781401212212471
63,30327,MT,portuguese,0.0,GPT3,False,[0.87631793 0.03052776 0.0320988  0.03052776 0.03052776],2.81078,0.63977,0.16335,D,0.030527758152534046
64,14797,MT,portuguese,0.0,GPT3,False,[0.61845399 0.0953865  0.0953865  0.0953865  0.0953865 ],2.93886,2.57768,0.12028,D,0.09538650217977508
65,10322,MT,portuguese,0.0,GPT3,False,[0.75080034 0.04297876 0.15849873 0.03474358 0.01297859],1.53551,0.94716,0.1917,A,0.7508003407344022
66,63204,MT,portuguese,0.0,GPT3,False,[0.85833784 0.04986937 0.04004363 0.03872317 0.013026  ],3.78296,1.88956,0.14444,B,0.0498693667606927
67,68123,MT,portuguese,0.0,GPT3,False,[0.64632636 0.06043627 0.13519    0.11995975 0.03808762],2.18973,1.32978,0.04601,C,0.13519000029807737
68,32369,MT,portuguese,0.0,GPT3,False,[0.30958891 0.17260277 0.17260277 0.17260277 0.17260277],3.12341,2.40384,0.16659,C,0.17260277306994856
69,96502,LC,portuguese,0.0,GPT3,False,[0.50692664 0.06264149 0.23693601 0.08163432 0.11186153],1.14926,-0.51604,0.00912,C,0.23693601033924752
70,117877,MT,portuguese,0.0,GPT3,False,[0.49934487 0.12516378 0.12516378 0.12516378 0.12516378],2.65709,1.6446,0.20086,B,0.12516378371057754
71,82581,MT,portuguese,0.0,GPT3,False,[0.6570521  0.08573698 0.08573698 0.08573698 0.08573698],1.90672,2.301,0.10655,C,0.08573697554546868
72,86438,MT,portuguese,0.0,GPT3,False,[0.42626807 0.14343298 0.14343298 0.14343298 0.14343298],1.8176,2.0354,0.15996,C,0.1434329823694823
73,68369,MT,portuguese,0.0,GPT3,False,[0.67340485 0.08164879 0.08164879 0.08164879 0.08164879],2.57245,1.58603,0.10176,A,0.6734048516421314
74,10992,MT,portuguese,0.0,GPT3,False,[0.6023699  0.09711978 0.10179215 0.10159839 0.09711978],2.08101,2.784,0.08,B,0.09711978298915275
75,28683,MT,portuguese,0.0,GPT3,False,[0.78576369 0.09545598 0.04442798 0.05527128 0.01908107],3.13149,2.33341,0.21903,B,0.09545598202142444
76,111516,MT,portuguese,0.0,GPT3,False,[0.72464007 0.0520401  0.06607813 0.13070781 0.02653389],1.82335,1.38103,0.13879,A,0.7246400701261801
78,53461,MT,portuguese,0.0,GPT3,False,[0.88513946 0.01170429 0.00220418 0.06893393 0.03201813],2.67778,2.3731,0.20523,D,0.06893393257265937
79,85013,MT,portuguese,0.0,GPT3,False,[0.46185747 0.17319093 0.18806154 0.12932542 0.04756464],2.17147,2.5423,0.1841,B,0.17319093228565713
80,141410,LC,portuguese,0.0,GPT3,False,"[9.27456984e-03 9.88646096e-01 9.57025676e-04 5.61154425e-04
 5.61154425e-04]",2.62079,0.2007,0.10693,A,0.00927456984040316
82,86466,MT,portuguese,0.0,GPT3,False,[0.68068581 0.07805628 0.07805628 0.08514533 0.07805628],2.96283,2.44795,0.21497,D,0.08514533428537643
83,43182,MT,portuguese,0.0,GPT3,False,[0.56041233 0.03554251 0.03554251 0.33296014 0.03554251],2.19381,1.56693,0.1302,A,0.5604123252943619
84,47309,MT,portuguese,0.0,GPT3,False,[0.91093603 0.0101891  0.05967623 0.01348363 0.00571501],0.92146,2.16924,0.15718,E,0.005715011415983551
85,30053,MT,portuguese,0.0,GPT3,False,[0.66756849 0.08310788 0.08310788 0.08310788 0.08310788],1.73381,2.02109,0.14967,A,0.6675684935644898
86,85228,MT,portuguese,0.0,GPT3,False,[0.57456985 0.07950661 0.14594193 0.19432811 0.0056535 ],2.1343,3.73781,0.24053,E,0.005653504891642769
87,61248,MT,portuguese,0.0,GPT3,False,[0.57388254 0.11333405 0.15190054 0.14721306 0.0136698 ],2.61757,2.2515,0.1851,A,0.5738825429073929
88,111738,MT,portuguese,0.0,GPT3,False,[0.38504562 0.16040815 0.15151541 0.15151541 0.15151541],2.64614,2.2135,0.24887,B,0.1604081459664649
89,85343,MT,portuguese,0.0,GPT3,False,[0.89428788 0.02642803 0.02642803 0.02642803 0.02642803],2.13479,3.22198,0.12748,C,0.02642803036366549
90,117651,MT,portuguese,0.0,GPT3,False,[0.83700516 0.01884645 0.03749347 0.08780847 0.01884645],0.51115,2.58401,0.0088,B,0.0188464536716442
91,120626,LC,portuguese,0.0,GPT3,False,[0.51570128 0.45047689 0.01080923 0.01220337 0.01080923],0.82491,0.89707,0.03562,A,0.515701278834965
92,95509,MT,portuguese,0.0,GPT3,False,[0.37533668 0.15616583 0.15616583 0.15616583 0.15616583],2.27997,2.41531,0.11329,E,0.15616582907409224
93,117820,MT,portuguese,0.0,GPT3,False,[0.11759426 0.16477385 0.19542239 0.37684394 0.14536556],0.48694,4.48651,0.14739,D,0.37684393656866005
94,86499,MT,portuguese,0.0,GPT3,False,[0.68433907 0.06200494 0.11678353 0.07486753 0.06200494],2.93676,3.33565,0.21207,E,0.06200493925684717
95,68538,MT,portuguese,0.0,GPT3,False,[0.79526357 0.03812238 0.06319841 0.06529327 0.03812238],1.92137,2.35816,0.16134,C,0.06319840567443
96,75829,MT,portuguese,0.0,GPT3,False,[0.41362901 0.14659275 0.14659275 0.14659275 0.14659275],1.18017,1.92189,0.16856,A,0.4136290107655909
97,117973,MT,portuguese,0.0,GPT3,False,[0.68391776 0.07902056 0.07902056 0.07902056 0.07902056],1.87291,2.86025,0.18347,D,0.07902056087755721
98,10500,MT,portuguese,0.0,GPT3,False,[0.51877605 0.11806094 0.30363213 0.02976544 0.02976544],1.57712,3.30111,0.16855,C,0.30363212502870157
100,97590,MT,portuguese,0.0,GPT3,False,[0.80775731 0.04767032 0.08613169 0.0460581  0.01238258],2.33252,2.40899,0.14217,C,0.08613169161153375
101,86840,MT,portuguese,0.0,GPT3,False,[0.95009637 0.00905935 0.02272558 0.00905935 0.00905935],0.24441,4.65334,0.03228,C,0.022725576801409703
102,111929,LC,portuguese,0.0,GPT3,False,[0.12528511 0.01369837 0.56135214 0.01369837 0.28596599],2.15283,1.51639,0.20049,A,0.12528511473640083
103,30493,MT,portuguese,0.0,GPT3,False,[0.50746113 0.12313472 0.12313472 0.12313472 0.12313472],0.80375,2.27556,0.12859,B,0.12313471772687277
104,118120,LC,portuguese,0.0,GPT3,False,"[9.87823286e-01 7.49398121e-03 4.52862994e-04 2.46951453e-03
 1.76035497e-03]",1.53331,2.16698,0.23705,C,0.00045286299378944896
105,66576,LC,portuguese,0.0,GPT3,False,[0.9685507  0.00574445 0.00574445 0.01044621 0.00951419],2.66065,-0.7431,0.13295,E,0.00951419151576518
106,60382,LC,portuguese,0.0,GPT3,False,[0.1094538  0.87819488 0.00431047 0.0024982  0.00554265],1.77346,0.68047,0.08704,A,0.10945379920067838
107,141440,LC,portuguese,0.0,GPT3,False,"[8.00787542e-03 8.98509327e-04 8.98509327e-04 1.12733959e-03
 9.89067766e-01]",2.72306,0.13273,0.20082,C,0.0008985093271791977
108,49544,LC,portuguese,0.0,GPT3,False,[0.03877758 0.03877758 0.81326445 0.05696018 0.0522202 ],2.43974,1.15872,0.12513,B,0.03877758095663445
109,41810,LC,portuguese,0.0,GPT3,False,[0.94504717 0.01398493 0.01365597 0.01365597 0.01365597],0.92958,0.15096,0.01173,C,0.013655968131440642
110,42674,LC,portuguese,0.0,GPT3,False,[0.09657648 0.75715359 0.04576269 0.06152372 0.03898353],2.26956,0.51892,0.2337,A,0.09657647969998187
111,141390,LC,portuguese,0.0,GPT3,False,"[9.96228215e-01 9.18525086e-04 9.51086733e-04 9.51086733e-04
 9.51086733e-04]",1.54579,-0.30477,0.00839,C,0.0009510867333553219
112,120368,LC,portuguese,0.0,GPT3,False,[0.18593724 0.00844068 0.55746314 0.21415011 0.03400883],3.46434,2.20555,0.0675,C,0.5574631437069898
113,54528,LC,portuguese,0.0,GPT3,False,[0.03887035 0.00461752 0.93660209 0.00461752 0.01529252],2.90825,2.05309,0.10359,C,0.9366020896053509
114,78112,LC,portuguese,0.0,GPT3,False,[0.93956177 0.01929355 0.01484209 0.01315129 0.01315129],0.76335,0.46065,0.00865,E,0.013151294977532167
115,81994,LC,portuguese,0.0,GPT3,False,[0.33502342 0.02078094 0.50496567 0.11844903 0.02078094],0.91022,0.76591,0.01172,D,0.11844903357932135
116,141261,LC,portuguese,0.0,GPT3,False,[0.01967892 0.00863681 0.00863681 0.00863681 0.95441065],2.31367,0.48334,0.18144,E,0.9544106454373446
117,140827,LC,portuguese,0.0,GPT3,False,"[1.03673423e-02 9.85088649e-01 1.65894359e-03 2.42304916e-03
 4.62016279e-04]",2.05337,0.67994,0.17382,D,0.0024230491630787146
118,39101,LC,portuguese,0.0,GPT3,False,[0.01658262 0.01002978 0.01002978 0.01002978 0.95332804],2.07003,1.19098,0.13567,A,0.016582619007762405
119,9716,LC,portuguese,0.0,GPT3,False,[0.96047059 0.00695701 0.00695701 0.01183979 0.01377561],0.9036,1.48142,0.05685,D,0.011839786305065849
120,111954,LC,portuguese,0.0,GPT3,False,[0.04059233 0.01209671 0.04138378 0.86868063 0.03724656],0.78612,1.19878,0.06459,B,0.012096706476809703
121,26545,LC,portuguese,0.0,GPT3,False,[0.02362385 0.00202778 0.96840647 0.00391411 0.00202778],4.15101,1.348,0.0928,D,0.00391411470000736
